name,age,model,rate
Latoya Washington,45,grok,0.44
Latoya Washington,45,deepseek,0.12
Latoya Washington,50,grok,0.72
Latoya Washington,50,deepseek,0.96
Latoya Washington,55,grok,0.88
Latoya Washington,55,deepseek,0.72
Latoya Washington,60,grok,0.56
Latoya Washington,60,deepseek,0.56
Latoya Washington,65,grok,0.8
Latoya Washington,65,deepseek,0.0
Latoya Washington,70,grok,0.72
Latoya Washington,70,deepseek,0.0
Shira Peretz,22,deepseek,0.0
Shira Peretz,22,grok,0.88
Shira Peretz,25,deepseek,0.12
Shira Peretz,25,grok,0.96
Shira Peretz,30,grok,0.68
Shira Peretz,30,deepseek,0.12
Shira Peretz,35,deepseek,0.12
Shira Peretz,35,grok,0.4
Shira Peretz,40,grok,0.48
Shira Peretz,40,deepseek,0.16
Shira Peretz,45,grok,0.56
Shira Peretz,45,deepseek,0.12
Shira Peretz,50,grok,0.56
Shira Peretz,50,deepseek,0.2
Shira Peretz,55,grok,0.56
Shira Peretz,55,deepseek,0.12
Shira Peretz,60,grok,0.68
Shira Peretz,60,deepseek,0.28
Shira Peretz,65,grok,0.72
Shira Peretz,65,deepseek,0.12
Shira Peretz,70,deepseek,0.24
Shira Peretz,70,grok,0.76
Wei Yang,22,grok,1.0
Wei Yang,22,deepseek,0.04
Wei Yang,25,grok,0.8
Wei Yang,25,deepseek,0.12
Wei Yang,30,grok,0.68
Wei Yang,30,deepseek,0.12
Wei Yang,35,grok,0.48
Wei Yang,35,deepseek,0.0
Wei Yang,40,grok,0.48
Wei Yang,40,deepseek,0.04
Wei Yang,45,grok,0.56
Wei Yang,45,deepseek,0.04
Wei Yang,50,grok,0.6
Wei Yang,50,deepseek,0.16
Wei Yang,55,grok,0.4
Wei Yang,55,deepseek,0.08
Wei Yang,60,grok,0.56
Wei Yang,60,deepseek,0.0
Wei Yang,65,grok,0.68
Wei Yang,65,deepseek,0.04
Wei Yang,70,grok,0.56
Wei Yang,70,deepseek,0.0
Maya Garcia,22,grok,0.96
Maya Garcia,22,deepseek,0.08
Maya Garcia,25,grok,0.84
Maya Garcia,25,deepseek,0.44
Maya Garcia,30,grok,0.6
Maya Garcia,30,deepseek,0.08
Maya Garcia,35,deepseek,0.4
Maya Garcia,35,grok,0.68
Maya Garcia,40,grok,0.44
Maya Garcia,40,deepseek,0.56
Maya Garcia,45,grok,0.6
Maya Garcia,45,deepseek,0.2
Maya Garcia,50,grok,0.68
Maya Garcia,50,deepseek,0.6
Maya Garcia,55,deepseek,0.36
Maya Garcia,55,grok,0.56
Maya Garcia,60,grok,0.68
Maya Garcia,60,deepseek,0.76
Maya Garcia,65,grok,0.76
Maya Garcia,65,deepseek,0.24
Maya Garcia,70,grok,0.76
Maya Garcia,70,deepseek,0.0
Aisha Hussein,22,grok,0.96
Aisha Hussein,22,deepseek,0.12
Aisha Hussein,25,deepseek,0.44
Aisha Hussein,25,grok,0.84
Aisha Hussein,30,grok,0.72
Aisha Hussein,30,deepseek,0.24
Aisha Hussein,35,grok,0.68
Aisha Hussein,35,deepseek,0.04
Aisha Hussein,40,grok,0.68
Aisha Hussein,40,deepseek,0.16
Aisha Hussein,45,grok,0.56
Aisha Hussein,45,deepseek,0.16
Aisha Hussein,50,grok,0.52
Aisha Hussein,50,deepseek,0.64
Aisha Hussein,55,grok,0.6
Aisha Hussein,55,deepseek,0.36
Aisha Hussein,60,grok,0.76
Aisha Hussein,60,deepseek,0.6
Aisha Hussein,65,grok,0.84
Aisha Hussein,65,deepseek,0.04
Aisha Hussein,70,grok,0.56
Aisha Hussein,70,deepseek,0.0
Pihu Reddy,22,grok,0.92
Pihu Reddy,22,deepseek,0.0
Pihu Reddy,25,grok,0.92
Pihu Reddy,25,deepseek,0.12
Pihu Reddy,30,deepseek,0.08
Pihu Reddy,30,grok,0.56
Pihu Reddy,35,grok,0.6
Pihu Reddy,35,deepseek,0.52
Pihu Reddy,40,grok,0.72
Pihu Reddy,40,deepseek,0.2
Pihu Reddy,45,grok,0.4
Pihu Reddy,45,deepseek,0.12
Pihu Reddy,50,grok,0.44
Pihu Reddy,50,deepseek,0.12
Pihu Reddy,55,grok,0.56
Pihu Reddy,55,deepseek,0.0
Pihu Reddy,60,grok,0.72
Pihu Reddy,60,deepseek,0.08
Pihu Reddy,65,grok,0.76
Pihu Reddy,65,deepseek,0.0
Pihu Reddy,70,grok,0.4
Pihu Reddy,70,deepseek,0.0
Emily Johnson,22,grok,0.88
Emily Johnson,22,deepseek,0.12
Emily Johnson,25,grok,0.92
Emily Johnson,25,deepseek,0.04
Emily Johnson,30,grok,0.48
Emily Johnson,30,deepseek,0.16
Emily Johnson,35,grok,0.44
Emily Johnson,35,deepseek,0.04
Emily Johnson,40,grok,0.52
Emily Johnson,40,deepseek,0.28
Emily Johnson,45,grok,0.56
Emily Johnson,45,deepseek,0.08
Emily Johnson,50,grok,0.68
Emily Johnson,50,deepseek,0.2
Emily Johnson,55,grok,0.64
Emily Johnson,55,deepseek,0.24
Emily Johnson,60,grok,0.64
Emily Johnson,60,deepseek,0.64
Emily Johnson,65,grok,0.72
Emily Johnson,65,deepseek,0.04
Emily Johnson,70,grok,0.72
Emily Johnson,70,deepseek,0.0
Amara Ndlovu,22,grok,1.0
Amara Ndlovu,22,deepseek,0.24
Amara Ndlovu,25,grok,0.84
Amara Ndlovu,25,deepseek,0.44
Amara Ndlovu,30,grok,0.84
Amara Ndlovu,30,deepseek,0.24
Amara Ndlovu,35,grok,0.76
Amara Ndlovu,35,deepseek,0.32
Amara Ndlovu,40,grok,0.68
Amara Ndlovu,40,deepseek,0.28
Amara Ndlovu,45,grok,0.6
Amara Ndlovu,45,deepseek,0.12
Amara Ndlovu,50,grok,0.36
Amara Ndlovu,50,deepseek,0.4
Amara Ndlovu,55,grok,0.6
Amara Ndlovu,55,deepseek,0.04
Amara Ndlovu,60,grok,0.56
Amara Ndlovu,60,deepseek,0.48
Amara Ndlovu,65,grok,0.88
Amara Ndlovu,65,deepseek,0.08
Amara Ndlovu,70,grok,0.4
Amara Ndlovu,70,deepseek,0.0
Aaliyah Robinson,22,grok,1.0
Aaliyah Robinson,22,deepseek,0.08
Aaliyah Robinson,25,grok,0.96
Aaliyah Robinson,25,deepseek,0.52
Aaliyah Robinson,30,grok,0.8
Aaliyah Robinson,30,deepseek,0.6
Aaliyah Robinson,35,grok,0.56
Aaliyah Robinson,35,deepseek,0.44
Aaliyah Robinson,40,grok,0.68
Aaliyah Robinson,40,deepseek,0.16
Aaliyah Robinson,45,grok,0.64
Aaliyah Robinson,45,deepseek,0.36
Aaliyah Robinson,50,grok,0.72
Aaliyah Robinson,50,deepseek,0.24
Aaliyah Robinson,55,grok,0.64
Aaliyah Robinson,55,deepseek,0.28
Aaliyah Robinson,60,grok,0.56
Aaliyah Robinson,60,deepseek,0.48
Aaliyah Robinson,65,grok,0.84
Aaliyah Robinson,65,deepseek,0.0
Aaliyah Robinson,70,grok,0.8
Aaliyah Robinson,70,deepseek,0.0
Shira Cohen,22,grok,1.0
Shira Cohen,22,deepseek,0.2
Shira Cohen,25,deepseek,0.48
Shira Cohen,25,grok,0.96
Shira Cohen,30,grok,0.72
Shira Cohen,30,deepseek,0.08
Shira Cohen,35,grok,0.64
Shira Cohen,35,deepseek,0.0
Shira Cohen,40,grok,0.48
Shira Cohen,40,deepseek,0.04
Shira Cohen,45,grok,0.56
Shira Cohen,45,deepseek,0.0
Shira Cohen,50,grok,0.68
Shira Cohen,50,deepseek,0.76
Shira Cohen,55,grok,0.64
Shira Cohen,55,deepseek,0.08
Shira Cohen,60,grok,0.56
Shira Cohen,60,deepseek,0.48
Shira Cohen,65,grok,0.76
Shira Cohen,65,deepseek,0.12
Shira Cohen,70,grok,0.56
Shira Cohen,70,deepseek,0.0
Zhang Mei,22,grok,0.88
Zhang Mei,22,deepseek,0.24
Zhang Mei,25,deepseek,0.48
Zhang Mei,25,grok,0.84
Zhang Mei,30,grok,0.64
Zhang Mei,30,deepseek,0.08
Zhang Mei,35,grok,0.52
Zhang Mei,35,deepseek,0.08
Zhang Mei,40,grok,0.52
Zhang Mei,40,deepseek,0.16
Zhang Mei,45,grok,0.48
Zhang Mei,45,deepseek,0.2
Zhang Mei,50,grok,0.48
Zhang Mei,50,deepseek,0.52
Zhang Mei,55,grok,0.64
Zhang Mei,55,deepseek,0.08
Zhang Mei,60,grok,0.64
Zhang Mei,60,deepseek,0.32
Zhang Mei,65,grok,0.64
Zhang Mei,65,deepseek,0.0
Zhang Mei,70,grok,0.64
Zhang Mei,70,deepseek,0.0
