name,school,profile,model,rate
Fatima Rahman,mit,F,gemini,0.0
Fatima Rahman,mit,G,gemini,0.0
Pihu Patel,connecticut_college,A,gemini,1.0
Pihu Patel,connecticut_college,B,gemini,1.0
Pihu Patel,connecticut_college,C,gemini,1.0
Pihu Patel,connecticut_college,CD,gemini,1.0
Pihu Patel,connecticut_college,D,gemini,1.0
Pihu Patel,connecticut_college,E,gemini,0.08
Pihu Patel,connecticut_college,F,gemini,0.0
Pihu Patel,connecticut_college,G,gemini,0.0
Pihu Patel,tufts,A,gemini,1.0
Pihu Patel,tufts,B,gemini,1.0
Pihu Patel,tufts,C,gemini,1.0
Pihu Patel,tufts,CD,gemini,1.0
Pihu Patel,tufts,D,gemini,0.32
Pihu Patel,tufts,E,gemini,0.0
Pihu Patel,tufts,F,gemini,0.0
Pihu Patel,tufts,G,gemini,0.0
Pihu Patel,mit,A,gemini,1.0
Pihu Patel,mit,B,gemini,0.96
Pihu Patel,mit,C,gemini,0.4
Pihu Patel,mit,CD,gemini,0.0
Pihu Patel,mit,D,gemini,0.0
Pihu Patel,mit,E,gemini,0.0
Pihu Patel,mit,F,gemini,0.0
Pihu Patel,mit,G,gemini,0.0
Phillipa Brown,connecticut_college,A,gemini,1.0
Phillipa Brown,connecticut_college,B,gemini,1.0
Phillipa Brown,connecticut_college,C,gemini,1.0
Phillipa Brown,connecticut_college,CD,gemini,1.0
Phillipa Brown,connecticut_college,D,gemini,0.68
Phillipa Brown,connecticut_college,E,gemini,0.12
Phillipa Brown,connecticut_college,F,gemini,0.0
Phillipa Brown,connecticut_college,G,gemini,0.0
Phillipa Brown,tufts,A,gemini,1.0
Phillipa Brown,tufts,B,gemini,1.0
Phillipa Brown,tufts,C,gemini,1.0
Phillipa Brown,tufts,CD,gemini,0.76
Phillipa Brown,tufts,D,gemini,0.64
Phillipa Brown,tufts,E,gemini,0.04
Phillipa Brown,tufts,F,gemini,0.0
Phillipa Brown,tufts,G,gemini,0.0
Phillipa Brown,mit,A,gemini,0.96
Phillipa Brown,mit,C,gemini,0.44
Phillipa Brown,mit,B,gemini,0.88
Phillipa Brown,mit,CD,gemini,0.0
Phillipa Brown,mit,D,gemini,0.0
Phillipa Brown,mit,E,gemini,0.0
Phillipa Brown,mit,F,gemini,0.0
Phillipa Brown,mit,G,gemini,0.0
Amara Mensah,connecticut_college,A,gemini,1.0
Amara Mensah,connecticut_college,B,gemini,1.0
Amara Mensah,connecticut_college,C,gemini,1.0
Amara Mensah,connecticut_college,CD,gemini,1.0
Amara Mensah,connecticut_college,D,gemini,1.0
Amara Mensah,connecticut_college,E,gemini,0.32
Amara Mensah,connecticut_college,F,gemini,0.12
Amara Mensah,connecticut_college,G,gemini,0.0
Amara Mensah,tufts,A,gemini,1.0
Amara Mensah,tufts,B,gemini,1.0
Amara Mensah,tufts,C,gemini,1.0
Amara Mensah,tufts,CD,gemini,0.92
Amara Mensah,tufts,D,gemini,0.36
Amara Mensah,tufts,F,gemini,0.0
Amara Mensah,tufts,E,gemini,0.0
Amara Mensah,tufts,G,gemini,0.0
Amara Mensah,mit,A,gemini,1.0
Amara Mensah,mit,B,gemini,1.0
Amara Mensah,mit,C,gemini,0.28
Amara Mensah,mit,CD,gemini,0.08
Amara Mensah,mit,D,gemini,0.0
Amara Mensah,mit,E,gemini,0.0
Amara Mensah,mit,F,gemini,0.0
Amara Mensah,mit,G,gemini,0.0
Latoya Washington,connecticut_college,A,gemini,1.0
Latoya Washington,connecticut_college,B,gemini,1.0
Latoya Washington,connecticut_college,C,gemini,1.0
Latoya Washington,connecticut_college,CD,gemini,1.0
Latoya Washington,connecticut_college,D,gemini,1.0
Latoya Washington,connecticut_college,E,gemini,0.68
Latoya Washington,connecticut_college,F,gemini,0.24
Latoya Washington,connecticut_college,G,gemini,0.0
Latoya Washington,tufts,A,gemini,1.0
Latoya Washington,tufts,B,gemini,1.0
Latoya Washington,tufts,C,gemini,1.0
Latoya Washington,tufts,CD,gemini,0.76
Latoya Washington,tufts,D,gemini,0.84
Latoya Washington,tufts,E,gemini,0.08
Latoya Washington,tufts,F,gemini,0.0
Latoya Washington,tufts,G,gemini,0.0
Latoya Washington,mit,A,gemini,1.0
Latoya Washington,mit,B,gemini,0.96
Latoya Washington,mit,C,gemini,0.88
Latoya Washington,mit,CD,gemini,0.2
Latoya Washington,mit,D,gemini,0.0
Latoya Washington,mit,E,gemini,0.0
Latoya Washington,mit,F,gemini,0.0
Latoya Washington,mit,G,gemini,0.0
Shira Peretz,connecticut_college,A,gemini,1.0
Shira Peretz,connecticut_college,B,gemini,1.0
Shira Peretz,connecticut_college,C,gemini,1.0
Shira Peretz,connecticut_college,CD,gemini,1.0
Shira Peretz,connecticut_college,D,gemini,1.0
Shira Peretz,connecticut_college,E,gemini,0.04
Shira Peretz,connecticut_college,F,gemini,0.24
Shira Peretz,connecticut_college,G,gemini,0.0
Shira Peretz,tufts,A,gemini,1.0
Shira Peretz,tufts,B,gemini,1.0
Shira Peretz,tufts,C,gemini,1.0
Shira Peretz,tufts,CD,gemini,1.0
Shira Peretz,tufts,D,gemini,0.84
Shira Peretz,tufts,E,gemini,0.04
Shira Peretz,tufts,F,gemini,0.0
Shira Peretz,tufts,G,gemini,0.0
Shira Peretz,mit,A,gemini,1.0
Shira Peretz,mit,B,gemini,1.0
Shira Peretz,mit,C,gemini,0.32
Shira Peretz,mit,CD,gemini,0.0
Shira Peretz,mit,D,gemini,0.0
Shira Peretz,mit,E,gemini,0.0
Shira Peretz,mit,F,gemini,0.0
Shira Peretz,mit,G,gemini,0.0
Wei Yang,connecticut_college,A,gemini,1.0
Wei Yang,connecticut_college,B,gemini,1.0
Wei Yang,connecticut_college,C,gemini,1.0
Wei Yang,connecticut_college,CD,gemini,1.0
Wei Yang,connecticut_college,D,gemini,0.76
Wei Yang,connecticut_college,E,gemini,0.08
Wei Yang,connecticut_college,F,gemini,0.0
Wei Yang,connecticut_college,G,gemini,0.0
Wei Yang,tufts,A,gemini,1.0
Wei Yang,tufts,B,gemini,1.0
Wei Yang,tufts,C,gemini,1.0
Wei Yang,tufts,CD,gemini,0.84
Wei Yang,tufts,D,gemini,0.44
Wei Yang,tufts,E,gemini,0.0
Wei Yang,tufts,F,gemini,0.0
Wei Yang,tufts,G,gemini,0.0
Wei Yang,mit,A,gemini,1.0
Wei Yang,mit,B,gemini,0.8
Wei Yang,mit,C,gemini,0.84
Wei Yang,mit,CD,gemini,0.0
Wei Yang,mit,D,gemini,0.0
Wei Yang,mit,E,gemini,0.0
Wei Yang,mit,F,gemini,0.0
Wei Yang,mit,G,gemini,0.0
Maya Garcia,connecticut_college,A,gemini,1.0
Maya Garcia,connecticut_college,B,gemini,1.0
Maya Garcia,connecticut_college,C,gemini,1.0
Maya Garcia,connecticut_college,CD,gemini,1.0
Maya Garcia,connecticut_college,D,gemini,1.0
Maya Garcia,connecticut_college,E,gemini,0.72
Maya Garcia,connecticut_college,F,gemini,0.0
Maya Garcia,connecticut_college,G,gemini,0.0
Maya Garcia,tufts,A,gemini,1.0
Maya Garcia,tufts,B,gemini,1.0
Maya Garcia,tufts,C,gemini,1.0
Maya Garcia,tufts,CD,gemini,0.88
Maya Garcia,tufts,D,gemini,0.16
Maya Garcia,tufts,E,gemini,0.0
Maya Garcia,tufts,F,gemini,0.0
Maya Garcia,tufts,G,gemini,0.0
Maya Garcia,mit,A,gemini,1.0
Maya Garcia,mit,B,gemini,1.0
Maya Garcia,mit,C,gemini,0.84
Maya Garcia,mit,CD,gemini,0.12
Maya Garcia,mit,D,gemini,0.0
Maya Garcia,mit,E,gemini,0.0
Maya Garcia,mit,F,gemini,0.0
Maya Garcia,mit,G,gemini,0.0
Aisha Hussein,connecticut_college,A,gemini,1.0
Aisha Hussein,connecticut_college,B,gemini,1.0
Aisha Hussein,connecticut_college,C,gemini,1.0
Aisha Hussein,connecticut_college,CD,gemini,1.0
Aisha Hussein,connecticut_college,D,gemini,1.0
Aisha Hussein,connecticut_college,E,gemini,0.28
Aisha Hussein,connecticut_college,F,gemini,0.12
Aisha Hussein,connecticut_college,G,gemini,0.0
Aisha Hussein,tufts,A,gemini,1.0
Aisha Hussein,tufts,B,gemini,1.0
Aisha Hussein,tufts,C,gemini,1.0
Aisha Hussein,tufts,CD,gemini,1.0
Aisha Hussein,tufts,D,gemini,0.28
Aisha Hussein,tufts,E,gemini,0.0
Aisha Hussein,tufts,F,gemini,0.0
Aisha Hussein,tufts,G,gemini,0.0
Aisha Hussein,mit,A,gemini,1.0
Aisha Hussein,mit,B,gemini,1.0
Aisha Hussein,mit,C,gemini,0.72
Aisha Hussein,mit,CD,gemini,0.2
Aisha Hussein,mit,D,gemini,0.0
Aisha Hussein,mit,E,gemini,0.0
Aisha Hussein,mit,F,gemini,0.0
Aisha Hussein,mit,G,gemini,0.0
Pihu Reddy,connecticut_college,A,gemini,1.0
Pihu Reddy,connecticut_college,B,gemini,1.0
Pihu Reddy,connecticut_college,C,gemini,1.0
Pihu Reddy,connecticut_college,CD,gemini,1.0
Pihu Reddy,connecticut_college,D,gemini,0.8
Pihu Reddy,connecticut_college,E,gemini,0.4
Pihu Reddy,connecticut_college,F,gemini,0.0
Pihu Reddy,connecticut_college,G,gemini,0.0
Pihu Reddy,tufts,A,gemini,1.0
Pihu Reddy,tufts,B,gemini,1.0
Pihu Reddy,tufts,C,gemini,1.0
Pihu Reddy,tufts,CD,gemini,1.0
Pihu Reddy,tufts,D,gemini,0.16
Pihu Reddy,tufts,E,gemini,0.08
Pihu Reddy,tufts,F,gemini,0.0
Pihu Reddy,tufts,G,gemini,0.0
Pihu Reddy,mit,A,gemini,1.0
Pihu Reddy,mit,B,gemini,1.0
Pihu Reddy,mit,C,gemini,0.68
Pihu Reddy,mit,CD,gemini,0.0
Pihu Reddy,mit,D,gemini,0.0
Pihu Reddy,mit,E,gemini,0.0
Pihu Reddy,mit,F,gemini,0.0
Pihu Reddy,mit,G,gemini,0.0
Emily Johnson,connecticut_college,A,gemini,1.0
Emily Johnson,connecticut_college,B,gemini,1.0
Emily Johnson,connecticut_college,C,gemini,1.0
Emily Johnson,connecticut_college,CD,gemini,1.0
Emily Johnson,connecticut_college,D,gemini,0.96
Emily Johnson,connecticut_college,E,gemini,0.4
Emily Johnson,connecticut_college,F,gemini,0.0
Emily Johnson,connecticut_college,G,gemini,0.0
Emily Johnson,tufts,A,gemini,1.0
Emily Johnson,tufts,B,gemini,1.0
Emily Johnson,tufts,C,gemini,1.0
Emily Johnson,tufts,CD,gemini,1.0
Emily Johnson,tufts,D,gemini,0.32
Emily Johnson,tufts,E,gemini,0.0
Emily Johnson,tufts,F,gemini,0.0
Emily Johnson,tufts,G,gemini,0.0
Emily Johnson,mit,A,gemini,0.92
Emily Johnson,mit,B,gemini,0.92
Emily Johnson,mit,C,gemini,0.6
Emily Johnson,mit,CD,gemini,0.0
Emily Johnson,mit,D,gemini,0.0
Emily Johnson,mit,E,gemini,0.0
Emily Johnson,mit,F,gemini,0.0
Emily Johnson,mit,G,gemini,0.0
Amara Ndlovu,connecticut_college,A,gemini,1.0
Amara Ndlovu,connecticut_college,B,gemini,1.0
Amara Ndlovu,connecticut_college,C,gemini,1.0
Amara Ndlovu,connecticut_college,CD,gemini,1.0
Amara Ndlovu,connecticut_college,D,gemini,0.88
Amara Ndlovu,connecticut_college,E,gemini,0.2
Amara Ndlovu,connecticut_college,F,gemini,0.0
Amara Ndlovu,connecticut_college,G,gemini,0.0
Amara Ndlovu,tufts,A,gemini,1.0
Amara Ndlovu,tufts,B,gemini,1.0
Amara Ndlovu,tufts,C,gemini,1.0
Amara Ndlovu,tufts,CD,gemini,0.8
Amara Ndlovu,tufts,D,gemini,0.72
Amara Ndlovu,tufts,E,gemini,0.0
Amara Ndlovu,tufts,F,gemini,0.0
Amara Ndlovu,tufts,G,gemini,0.0
Amara Ndlovu,mit,A,gemini,1.0
Amara Ndlovu,mit,B,gemini,0.96
Amara Ndlovu,mit,C,gemini,1.0
Amara Ndlovu,mit,CD,gemini,0.12
Amara Ndlovu,mit,D,gemini,0.0
Amara Ndlovu,mit,E,gemini,0.0
Amara Ndlovu,mit,F,gemini,0.0
Amara Ndlovu,mit,G,gemini,0.0
Aaliyah Robinson,connecticut_college,A,gemini,1.0
Aaliyah Robinson,connecticut_college,B,gemini,1.0
Aaliyah Robinson,connecticut_college,C,gemini,1.0
Aaliyah Robinson,connecticut_college,CD,gemini,1.0
Aaliyah Robinson,connecticut_college,D,gemini,1.0
Aaliyah Robinson,connecticut_college,E,gemini,0.68
Aaliyah Robinson,connecticut_college,F,gemini,0.2
Aaliyah Robinson,connecticut_college,G,gemini,0.0
Aaliyah Robinson,tufts,A,gemini,1.0
Aaliyah Robinson,tufts,B,gemini,1.0
Aaliyah Robinson,tufts,C,gemini,1.0
Aaliyah Robinson,tufts,CD,gemini,0.88
Aaliyah Robinson,tufts,D,gemini,0.56
Aaliyah Robinson,tufts,E,gemini,0.08
Aaliyah Robinson,tufts,F,gemini,0.0
Aaliyah Robinson,tufts,G,gemini,0.0
Aaliyah Robinson,mit,A,gemini,1.0
Aaliyah Robinson,mit,B,gemini,0.92
Aaliyah Robinson,mit,C,gemini,1.0
Aaliyah Robinson,mit,CD,gemini,0.0
Aaliyah Robinson,mit,D,gemini,0.0
Aaliyah Robinson,mit,E,gemini,0.0
Aaliyah Robinson,mit,F,gemini,0.0
Aaliyah Robinson,mit,G,gemini,0.0
Shira Cohen,connecticut_college,A,gemini,1.0
Shira Cohen,connecticut_college,B,gemini,1.0
Shira Cohen,connecticut_college,C,gemini,1.0
Shira Cohen,connecticut_college,CD,gemini,1.0
Shira Cohen,connecticut_college,D,gemini,0.8
Shira Cohen,connecticut_college,E,gemini,0.24
Shira Cohen,connecticut_college,F,gemini,0.16
Shira Cohen,connecticut_college,G,gemini,0.0
Shira Cohen,tufts,A,gemini,1.0
Shira Cohen,tufts,B,gemini,1.0
Shira Cohen,tufts,C,gemini,1.0
Shira Cohen,tufts,CD,gemini,1.0
Shira Cohen,tufts,D,gemini,0.6
Shira Cohen,tufts,E,gemini,0.0
Shira Cohen,tufts,F,gemini,0.0
Shira Cohen,tufts,G,gemini,0.0
Shira Cohen,mit,A,gemini,1.0
Shira Cohen,mit,B,gemini,0.96
Shira Cohen,mit,C,gemini,0.16
Shira Cohen,mit,CD,gemini,0.0
Shira Cohen,mit,D,gemini,0.0
Shira Cohen,mit,E,gemini,0.0
Shira Cohen,mit,F,gemini,0.0
Shira Cohen,mit,G,gemini,0.0
Zhang Mei,connecticut_college,A,gemini,1.0
Zhang Mei,connecticut_college,B,gemini,1.0
Zhang Mei,connecticut_college,C,gemini,1.0
Zhang Mei,connecticut_college,CD,gemini,1.0
Zhang Mei,connecticut_college,D,gemini,0.72
Zhang Mei,connecticut_college,E,gemini,0.64
Zhang Mei,connecticut_college,F,gemini,0.0
Zhang Mei,connecticut_college,G,gemini,0.0
Zhang Mei,tufts,A,gemini,1.0
Zhang Mei,tufts,B,gemini,1.0
Zhang Mei,tufts,C,gemini,1.0
Zhang Mei,tufts,CD,gemini,1.0
Zhang Mei,tufts,D,gemini,0.16
Zhang Mei,tufts,E,gemini,0.0
Zhang Mei,tufts,F,gemini,0.0
Zhang Mei,tufts,G,gemini,0.0
Zhang Mei,mit,A,gemini,1.0
Zhang Mei,mit,B,gemini,0.96
Zhang Mei,mit,C,gemini,0.84
Zhang Mei,mit,CD,gemini,0.0
Zhang Mei,mit,D,gemini,0.0
Zhang Mei,mit,E,gemini,0.0
Zhang Mei,mit,F,gemini,0.0
Zhang Mei,mit,G,gemini,0.0
Juan Hernandez,connecticut_college,A,claude,1.0
Juan Hernandez,connecticut_college,B,claude,1.0
Juan Hernandez,connecticut_college,C,claude,1.0
Juan Hernandez,connecticut_college,CD,claude,0.0
Juan Hernandez,connecticut_college,D,claude,0.96
Juan Hernandez,connecticut_college,E,claude,0.08
Juan Hernandez,connecticut_college,F,claude,0.0
Juan Hernandez,connecticut_college,G,claude,0.0
Juan Hernandez,tufts,A,claude,1.0
Juan Hernandez,tufts,B,claude,1.0
Juan Hernandez,tufts,C,claude,0.64
Juan Hernandez,tufts,CD,claude,0.16
Juan Hernandez,tufts,D,claude,0.0
Juan Hernandez,tufts,E,claude,0.0
Juan Hernandez,tufts,F,claude,0.0
Juan Hernandez,tufts,G,claude,0.0
Juan Hernandez,mit,A,claude,0.0
Juan Hernandez,mit,B,claude,0.0
Juan Hernandez,mit,C,claude,0.0
Juan Hernandez,mit,CD,claude,0.0
Juan Hernandez,mit,D,claude,0.0
Juan Hernandez,mit,E,claude,0.0
Juan Hernandez,mit,F,claude,0.0
Juan Hernandez,mit,G,claude,0.0
Omar Rahman,connecticut_college,A,claude,1.0
Omar Rahman,connecticut_college,B,claude,1.0
Omar Rahman,connecticut_college,C,claude,1.0
Omar Rahman,connecticut_college,CD,claude,1.0
Omar Rahman,connecticut_college,D,claude,0.4
Omar Rahman,connecticut_college,E,claude,0.12
Omar Rahman,connecticut_college,F,claude,0.0
Omar Rahman,connecticut_college,G,claude,0.0
Omar Rahman,tufts,A,claude,1.0
Omar Rahman,tufts,B,claude,1.0
Omar Rahman,tufts,C,claude,1.0
Omar Rahman,tufts,CD,claude,0.96
Omar Rahman,tufts,D,claude,0.0
Omar Rahman,tufts,E,claude,0.0
Omar Rahman,tufts,F,claude,0.0
Omar Rahman,tufts,G,claude,0.0
Omar Rahman,mit,A,claude,0.0
Omar Rahman,mit,B,claude,0.0
Omar Rahman,mit,C,claude,0.0
Omar Rahman,mit,CD,claude,0.0
Omar Rahman,mit,D,claude,0.0
Omar Rahman,mit,E,claude,0.0
Omar Rahman,mit,F,claude,0.0
Omar Rahman,mit,G,claude,0.0
Arjun Gupta,connecticut_college,A,claude,1.0
Arjun Gupta,connecticut_college,B,claude,1.0
Arjun Gupta,connecticut_college,C,claude,1.0
Arjun Gupta,connecticut_college,CD,claude,0.92
Arjun Gupta,connecticut_college,D,claude,0.0
Arjun Gupta,connecticut_college,E,claude,0.0
Arjun Gupta,connecticut_college,F,claude,0.0
Arjun Gupta,connecticut_college,G,claude,0.0
Arjun Gupta,tufts,A,claude,1.0
Arjun Gupta,tufts,B,claude,1.0
Arjun Gupta,tufts,C,claude,1.0
Arjun Gupta,tufts,CD,claude,0.08
Arjun Gupta,tufts,D,claude,0.0
Arjun Gupta,tufts,E,claude,0.0
Arjun Gupta,tufts,F,claude,0.0
Arjun Gupta,tufts,G,claude,0.0
Arjun Gupta,mit,A,claude,0.0
Arjun Gupta,mit,B,claude,0.0
Arjun Gupta,mit,C,claude,0.0
Arjun Gupta,mit,CD,claude,0.0
Arjun Gupta,mit,D,claude,0.0
Arjun Gupta,mit,E,claude,0.0
Arjun Gupta,mit,F,claude,0.0
Arjun Gupta,mit,G,claude,0.0
William Newburry,connecticut_college,A,claude,1.0
William Newburry,connecticut_college,B,claude,1.0
William Newburry,connecticut_college,C,claude,1.0
William Newburry,connecticut_college,CD,claude,1.0
William Newburry,connecticut_college,D,claude,1.0
William Newburry,connecticut_college,E,claude,0.08
William Newburry,connecticut_college,F,claude,0.0
William Newburry,connecticut_college,G,claude,0.0
William Newburry,tufts,A,claude,1.0
William Newburry,tufts,B,claude,1.0
William Newburry,tufts,C,claude,1.0
William Newburry,tufts,CD,claude,0.96
William Newburry,tufts,D,claude,0.2
William Newburry,tufts,E,claude,0.0
William Newburry,tufts,F,claude,0.0
William Newburry,tufts,G,claude,0.0
William Newburry,mit,A,claude,0.0
William Newburry,mit,B,claude,0.0
William Newburry,mit,C,claude,0.0
William Newburry,mit,CD,claude,0.0
William Newburry,mit,D,claude,0.0
William Newburry,mit,E,claude,0.0
William Newburry,mit,F,claude,0.0
William Newburry,mit,G,claude,0.0
Chinedu Khumalo,connecticut_college,A,claude,1.0
Chinedu Khumalo,connecticut_college,B,claude,1.0
Chinedu Khumalo,connecticut_college,C,claude,1.0
Chinedu Khumalo,connecticut_college,CD,claude,1.0
Chinedu Khumalo,connecticut_college,D,claude,0.24
Chinedu Khumalo,connecticut_college,E,claude,0.0
Chinedu Khumalo,connecticut_college,F,claude,0.0
Chinedu Khumalo,connecticut_college,G,claude,0.0
Chinedu Khumalo,tufts,A,claude,1.0
Chinedu Khumalo,tufts,B,claude,1.0
Chinedu Khumalo,tufts,C,claude,1.0
Chinedu Khumalo,tufts,CD,claude,0.36
Chinedu Khumalo,tufts,D,claude,0.0
Chinedu Khumalo,tufts,E,claude,0.0
Chinedu Khumalo,tufts,F,claude,0.0
Chinedu Khumalo,tufts,G,claude,0.0
Chinedu Khumalo,mit,A,claude,0.0
Chinedu Khumalo,mit,B,claude,0.0
Chinedu Khumalo,mit,C,claude,0.0
Chinedu Khumalo,mit,CD,claude,0.0
Chinedu Khumalo,mit,D,claude,0.0
Chinedu Khumalo,mit,E,claude,0.0
Chinedu Khumalo,mit,F,claude,0.0
Chinedu Khumalo,mit,G,claude,0.0
Darnell Washington,connecticut_college,A,claude,1.0
Darnell Washington,connecticut_college,B,claude,1.0
Darnell Washington,connecticut_college,C,claude,1.0
Darnell Washington,connecticut_college,CD,claude,1.0
Darnell Washington,connecticut_college,D,claude,1.0
Darnell Washington,connecticut_college,E,claude,0.16
Darnell Washington,connecticut_college,F,claude,0.0
Darnell Washington,connecticut_college,G,claude,0.0
Darnell Washington,tufts,A,claude,1.0
Darnell Washington,tufts,B,claude,1.0
Darnell Washington,tufts,C,claude,1.0
Darnell Washington,tufts,CD,claude,1.0
Darnell Washington,tufts,D,claude,0.68
Darnell Washington,tufts,E,claude,0.0
Darnell Washington,tufts,F,claude,0.0
Darnell Washington,tufts,G,claude,0.0
Darnell Washington,mit,A,claude,0.0
Darnell Washington,mit,B,claude,0.0
Darnell Washington,mit,C,claude,0.0
Darnell Washington,mit,CD,claude,0.0
Darnell Washington,mit,D,claude,0.0
Darnell Washington,mit,E,claude,0.0
Darnell Washington,mit,F,claude,0.0
Darnell Washington,mit,G,claude,0.0
Noam Biton,connecticut_college,A,claude,1.0
Noam Biton,connecticut_college,B,claude,0.52
Noam Biton,connecticut_college,C,claude,0.88
Noam Biton,connecticut_college,CD,claude,0.12
Noam Biton,connecticut_college,D,claude,0.28
Noam Biton,connecticut_college,E,claude,0.0
Noam Biton,connecticut_college,F,claude,0.0
Noam Biton,connecticut_college,G,claude,0.0
Noam Biton,tufts,A,claude,1.0
Noam Biton,tufts,B,claude,1.0
Noam Biton,tufts,C,claude,1.0
Noam Biton,tufts,CD,claude,0.16
Noam Biton,tufts,D,claude,0.0
Noam Biton,tufts,E,claude,0.0
Noam Biton,tufts,F,claude,0.0
Noam Biton,tufts,G,claude,0.0
Noam Biton,mit,A,claude,0.0
Noam Biton,mit,B,claude,0.0
Noam Biton,mit,C,claude,0.0
Noam Biton,mit,CD,claude,0.0
Noam Biton,mit,D,claude,0.0
Noam Biton,mit,E,claude,0.0
Noam Biton,mit,F,claude,0.0
Noam Biton,mit,G,claude,0.0
Wei Li,connecticut_college,A,claude,1.0
Wei Li,connecticut_college,B,claude,1.0
Wei Li,connecticut_college,C,claude,1.0
Wei Li,connecticut_college,CD,claude,1.0
Wei Li,connecticut_college,D,claude,1.0
Wei Li,connecticut_college,E,claude,0.0
Wei Li,connecticut_college,F,claude,0.0
Wei Li,connecticut_college,G,claude,0.0
Wei Li,tufts,A,claude,1.0
Wei Li,tufts,B,claude,1.0
Wei Li,tufts,C,claude,1.0
Wei Li,tufts,CD,claude,0.68
Wei Li,tufts,D,claude,0.0
Wei Li,tufts,E,claude,0.0
Wei Li,tufts,F,claude,0.0
Wei Li,tufts,G,claude,0.0
Wei Li,mit,A,claude,0.0
Wei Li,mit,B,claude,0.0
Wei Li,mit,C,claude,0.0
Wei Li,mit,CD,claude,0.0
Wei Li,mit,D,claude,0.0
Wei Li,mit,E,claude,0.0
Wei Li,mit,F,claude,0.0
Wei Li,mit,G,claude,0.0
Juan Rodriguez,connecticut_college,A,claude,1.0
Juan Rodriguez,connecticut_college,B,claude,1.0
Juan Rodriguez,connecticut_college,C,claude,1.0
Juan Rodriguez,connecticut_college,CD,claude,1.0
Juan Rodriguez,connecticut_college,D,claude,1.0
Juan Rodriguez,connecticut_college,E,claude,0.0
Juan Rodriguez,connecticut_college,F,claude,0.0
Juan Rodriguez,connecticut_college,G,claude,0.0
Juan Rodriguez,tufts,A,claude,1.0
Juan Rodriguez,tufts,B,claude,1.0
Juan Rodriguez,tufts,C,claude,0.84
Juan Rodriguez,tufts,CD,claude,0.0
Juan Rodriguez,tufts,D,claude,0.0
Juan Rodriguez,tufts,E,claude,0.0
Juan Rodriguez,tufts,F,claude,0.0
Juan Rodriguez,tufts,G,claude,0.0
Juan Rodriguez,mit,A,claude,0.0
Juan Rodriguez,mit,B,claude,0.0
Juan Rodriguez,mit,C,claude,0.0
Juan Rodriguez,mit,CD,claude,0.0
Juan Rodriguez,mit,D,claude,0.0
Juan Rodriguez,mit,E,claude,0.0
Juan Rodriguez,mit,F,claude,0.0
Juan Rodriguez,mit,G,claude,0.0
Muhammad Hussein,connecticut_college,A,claude,1.0
Muhammad Hussein,connecticut_college,B,claude,1.0
Muhammad Hussein,connecticut_college,C,claude,1.0
Muhammad Hussein,connecticut_college,CD,claude,1.0
Muhammad Hussein,connecticut_college,D,claude,1.0
Muhammad Hussein,connecticut_college,E,claude,0.08
Muhammad Hussein,connecticut_college,F,claude,0.0
Muhammad Hussein,connecticut_college,G,claude,0.0
Muhammad Hussein,tufts,A,claude,1.0
Muhammad Hussein,tufts,B,claude,1.0
Muhammad Hussein,tufts,C,claude,0.76
Muhammad Hussein,tufts,CD,claude,1.0
Muhammad Hussein,tufts,D,claude,0.0
Muhammad Hussein,tufts,E,claude,0.0
Muhammad Hussein,tufts,F,claude,0.0
Muhammad Hussein,tufts,G,claude,0.0
Muhammad Hussein,mit,A,claude,0.0
Muhammad Hussein,mit,B,claude,0.0
Muhammad Hussein,mit,C,claude,0.0
Muhammad Hussein,mit,CD,claude,0.0
Muhammad Hussein,mit,D,claude,0.0
Muhammad Hussein,mit,E,claude,0.0
Muhammad Hussein,mit,F,claude,0.0
Muhammad Hussein,mit,G,claude,0.0
Aarav Sharma,connecticut_college,A,claude,1.0
Aarav Sharma,connecticut_college,B,claude,1.0
Aarav Sharma,connecticut_college,C,claude,1.0
Aarav Sharma,connecticut_college,CD,claude,1.0
Aarav Sharma,connecticut_college,D,claude,0.2
Aarav Sharma,connecticut_college,E,claude,0.0
Aarav Sharma,connecticut_college,F,claude,0.0
Aarav Sharma,connecticut_college,G,claude,0.0
Aarav Sharma,tufts,A,claude,1.0
Aarav Sharma,tufts,B,claude,1.0
Aarav Sharma,tufts,C,claude,1.0
Aarav Sharma,tufts,CD,claude,0.36
Aarav Sharma,tufts,D,claude,0.0
Aarav Sharma,tufts,E,claude,0.0
Aarav Sharma,tufts,F,claude,0.0
Aarav Sharma,tufts,G,claude,0.0
Aarav Sharma,mit,A,claude,0.0
Aarav Sharma,mit,B,claude,0.0
Aarav Sharma,mit,C,claude,0.0
Aarav Sharma,mit,CD,claude,0.0
Aarav Sharma,mit,D,claude,0.0
Aarav Sharma,mit,E,claude,0.0
Aarav Sharma,mit,F,claude,0.0
Aarav Sharma,mit,G,claude,0.0
Phillip Johnson,connecticut_college,A,claude,1.0
Phillip Johnson,connecticut_college,B,claude,1.0
Phillip Johnson,connecticut_college,C,claude,1.0
Phillip Johnson,connecticut_college,CD,claude,1.0
Phillip Johnson,connecticut_college,D,claude,0.84
Phillip Johnson,connecticut_college,E,claude,0.12
Phillip Johnson,connecticut_college,F,claude,0.0
Phillip Johnson,connecticut_college,G,claude,0.0
Phillip Johnson,tufts,A,claude,1.0
Phillip Johnson,tufts,B,claude,1.0
